Mapping parameters for Sebastes serriceps (Treefish)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 77,
Bounding Box (NSWE): ,38,27,-123,-114

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,5,13,48,90
Temperature (°C),1,8.44,12.9,17.67,22.42
Salinity (psu),1,31.96,32.46,33.47,33.97
Primary Production (mgC·m-3·day-1) ,1,5.24,10.88,75.39,104.17
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,9.66,11.47,226.65,349.55
Distance to Land (km),0,3,8,94,182
 

Map data (HSPEC) for predicted occurrences (n = 55): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Sebastes,serriceps,37.75,-122.75,7312:372:4,0.06
Sebastes,serriceps,30.25,-115.75,7311:205:2,0.18
Sebastes,serriceps,28.75,-115.25,7211:485:3,0.08
Sebastes,serriceps,37.25,-122.75,7312:372:2,0.23
Sebastes,serriceps,33.25,-117.25,7311:237:1,0.31
Sebastes,serriceps,32.75,-119.25,7311:229:3,0.31
Sebastes,serriceps,28.75,-118.25,7211:488:3,0.24
Sebastes,serriceps,27.25,-114.75,7211:374:2,0.34
Sebastes,serriceps,27.25,-114.25,7211:374:1,0.33
Sebastes,serriceps,37.25,-122.25,7312:372:1,0.57
Sebastes,serriceps,31.25,-116.25,7311:216:1,0.44
Sebastes,serriceps,29.25,-118.25,7211:498:1,0.40
Sebastes,serriceps,27.75,-115.25,7211:475:3,0.52
Sebastes,serriceps,27.75,-114.75,7211:374:4,0.51
Sebastes,serriceps,27.75,-114.25,7211:374:3,0.52
Sebastes,serriceps,32.75,-118.75,7311:228:4,0.63
Sebastes,serriceps,32.25,-116.75,7311:226:2,0.74
Sebastes,serriceps,28.25,-115.75,7211:485:2,0.73
Sebastes,serriceps,28.25,-115.25,7211:485:1,0.69
Sebastes,serriceps,28.25,-114.75,7211:384:2,0.67
Sebastes,serriceps,28.25,-114.25,7211:384:1,0.69
Sebastes,serriceps,36.75,-122.25,7312:362:3,1.00
Sebastes,serriceps,36.75,-121.75,7312:361:4,1.00
Sebastes,serriceps,36.25,-121.75,7312:361:2,1.00
Sebastes,serriceps,36.25,-121.25,7312:361:1,1.00
Sebastes,serriceps,35.75,-121.25,7312:351:3,1.00
Sebastes,serriceps,35.25,-120.75,7312:350:2,1.00
Sebastes,serriceps,34.75,-120.75,7312:140:4,1.00
Sebastes,serriceps,34.75,-120.25,7312:140:3,1.00
Sebastes,serriceps,34.25,-120.25,7312:140:1,1.00
Sebastes,serriceps,33.75,-120.25,7312:130:3,1.00
Sebastes,serriceps,34.25,-119.75,7311:249:2,1.00
Sebastes,serriceps,34.25,-119.25,7311:249:1,1.00
Sebastes,serriceps,34.25,-118.75,7311:248:2,1.00
Sebastes,serriceps,34.25,-118.25,7311:248:1,1.00
Sebastes,serriceps,33.75,-119.75,7311:239:4,1.00
Sebastes,serriceps,33.75,-119.25,7311:239:3,1.00
Sebastes,serriceps,33.25,-119.75,7311:239:2,1.00
Sebastes,serriceps,33.25,-119.25,7311:239:1,1.00
Sebastes,serriceps,33.75,-118.75,7311:238:4,1.00
Sebastes,serriceps,33.75,-118.25,7311:238:3,1.00
Sebastes,serriceps,33.25,-118.75,7311:238:2,1.00
Sebastes,serriceps,33.25,-118.25,7311:238:1,1.00
Sebastes,serriceps,33.75,-117.75,7311:237:4,0.85
Sebastes,serriceps,33.25,-117.75,7311:237:2,1.00
Sebastes,serriceps,32.75,-118.25,7311:228:3,1.00
Sebastes,serriceps,32.75,-117.25,7311:227:3,1.00
Sebastes,serriceps,32.25,-117.25,7311:227:1,1.00
Sebastes,serriceps,31.75,-116.75,7311:216:4,1.00
Sebastes,serriceps,31.25,-116.75,7311:216:2,1.00
Sebastes,serriceps,30.75,-116.25,7311:206:3,0.99
Sebastes,serriceps,30.25,-116.25,7311:206:1,0.98
Sebastes,serriceps,29.75,-115.75,7211:495:4,1.00
Sebastes,serriceps,29.25,-115.25,7211:495:1,1.00
Sebastes,serriceps,28.75,-114.75,7211:384:4,0.81


Occurrence cells used for creating environmental envelope (n = 42)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Sebastes,serriceps,28.25,-115.25,7211:485:1,124,18.1311836242676,10.3676567077637,33.5852279663086,34.1438369750977,16.856070607900598,0,51.6168937683105,22
Sebastes,serriceps,29.75,-115.75,7211:495:4,609,16.8867473602295,16.0323143005371,33.3915977478027,33.4937896728516,51.7369993031025,0,229.803634643555,20
Sebastes,serriceps,30.25,-115.75,7311:205:2,89,18.3140697479248,14.5039577484131,33.8655242919922,33.9995422363281,37.6119986176491,0,188.74186706543,11
Sebastes,serriceps,31.75,-116.75,7311:216:4,570,17.1246318817139,13.3359565734863,33.4399337768555,33.3729019165039,47.5319996476173,0,187.593460083008,18
Sebastes,serriceps,31.75,-117.75,7311:217:4,1578,17.505578994751,2.22239899635315,33.4501419067383,34.5951385498047,12.377000413835,0,67.7596664428711,118
Sebastes,serriceps,32.25,-117.25,7311:227:1,942,17.3918399810791,3.8139181137085,33.2312431335449,34.4769096374512,39.5080000162125,0,21.8090572357178,23
Sebastes,serriceps,32.25,-118.25,7311:228:1,1130,17.1738529205322,4.47741317749023,33.4568138122559,34.4486846923828,10.879999957978699,0,13.0112218856812,103
Sebastes,serriceps,32.25,-119.25,7311:229:1,1282,16.2186603546143,2.63101410865784,33.4121971130371,34.5488243103027,5.23700006306171,0,49.1885566711426,120
Sebastes,serriceps,32.75,-117.25,7311:227:3,417,17.5296211242676,17.3001308441162,33.1959571838379,33.4590377807617,47.630000859499,0,253.88542175293,17
Sebastes,serriceps,32.75,-117.75,7311:227:4,871,17.6706161499023,4.49264621734619,33.3589401245117,34.4202270507813,34.0999998152256,0,11.4677352905273,70
Sebastes,serriceps,32.75,-118.25,7311:228:3,979,17.3178062438965,2.66787099838257,33.4622230529785,34.5490036010742,14.1660002991557,0,46.3790397644043,23
Sebastes,serriceps,32.75,-118.75,7311:228:4,1084,16.7906265258789,3.56546592712402,33.455436706543,34.4955673217773,8.80800001323223,0,25.5191268920898,23
Sebastes,serriceps,32.75,-119.25,7311:229:3,633,16.1559314727783,9.54178047180176,33.429256439209,33.9423408508301,7.0659997873008304,0,80.5519485473633,94
Sebastes,serriceps,33.25,-117.75,7311:237:2,707,17.6597366333008,4.86465501785278,33.423770904541,34.4202308654785,40.913000702858,0,10.8413753509521,22
Sebastes,serriceps,33.25,-118.25,7311:238:1,783,17.4244079589844,4.48188304901123,33.4563636779785,34.4491996765137,24.8460005968809,0,9.99701404571533,22
Sebastes,serriceps,33.25,-118.75,7311:238:2,1053,16.9537334442139,3.56418490409851,33.4674224853516,34.495304107666,15.7900005578995,0,25.4763431549072,93
Sebastes,serriceps,33.25,-119.25,7311:239:1,848,16.1435928344727,4.52489995956421,33.4641265869141,34.4151573181152,12.071999721229101,0,9.6619234085083,23
Sebastes,serriceps,33.25,-119.75,7311:239:2,623,15.3129653930664,7.65224504470825,33.4385795593262,34.2299575805664,11.3909998908639,0,45.7485427856445,93
Sebastes,serriceps,33.75,-117.75,7311:237:4,279,17.989444732666,16.1753520965576,33.5121688842773,33.739933013916,41.7538620531559,0,226.297241210938,3
Sebastes,serriceps,33.75,-118.25,7311:238:3,435,17.1248607635498,16.0249519348145,33.4362258911133,33.4448699951172,48.8069988787174,0,247.852645874023,15
Sebastes,serriceps,33.75,-119.25,7311:239:3,958,16.4897499084473,9.16777229309082,33.4626884460449,34.1527519226074,27.42899954319,0,57.2349433898926,88
Sebastes,serriceps,33.75,-120.25,7312:130:3,830,14.8838682174683,4.18838787078857,33.4183158874512,34.4398002624512,24.7380007058382,0,15.7422294616699,22
Sebastes,serriceps,33.75,-120.75,7312:130:4,2079,14.6355590820313,2.59306788444519,33.343505859375,34.5518112182617,13.7940002605319,0,47.9905738830566,93
Sebastes,serriceps,34.25,-119.75,7311:249:2,236,15.4664936065674,9.33530902862549,33.4423599243164,34.1384048461914,47.0339991152287,0,60.8652267456055,19
Sebastes,serriceps,34.25,-118.75,7311:248:2,167,16.576810836792,14.9008817672729,33.2416839599609,33.4844207763672,51.7826080322266,0,226.652648925781,3
Sebastes,serriceps,34.25,-119.25,7311:249:1,157,16.025842666626,12.1285209655762,33.3387832641602,33.7734565734863,50.2023063600063,0,151.240951538086,12
Sebastes,serriceps,34.25,-120.25,7312:140:1,253,14.5869131088257,6.37804317474365,33.412525177002,34.2600250244141,38.6510007083416,0,25.4960613250732,22
Sebastes,serriceps,34.25,-120.75,7312:140:2,804,14.1069660186768,5.04635000228882,33.3656044006348,34.3567962646484,28.6800004541874,0,12.5115222930908,84
Sebastes,serriceps,34.75,-120.75,7312:140:4,265,13.6566123962402,11.7194509506226,33.3029518127441,33.3011474609375,52.4980016052723,0,178.350570678711,19
Sebastes,serriceps,34.75,-121.25,7312:141:3,821,14.0435676574707,5.77487087249756,33.2912101745605,34.2998733520508,27.9220007359982,0,19.1157913208008,84
Sebastes,serriceps,35.25,-120.75,7312:350:2,150,14.2085208892822,9.40637969970703,33.0908355712891,33.8184356689453,55.134866386652,0,110.435394287109,12
Sebastes,serriceps,35.25,-121.25,7312:351:1,569,13.679349899292,5.80199480056763,33.2428894042969,34.2931747436523,45.0440011918545,0,19.0335521697998,49
Sebastes,serriceps,35.75,-121.25,7312:351:3,332,13.7279930114746,8.30255317687988,32.9412879943848,33.8782196044922,58.1842847168446,0,98.6858139038086,12
Sebastes,serriceps,35.75,-121.75,7312:351:4,994,13.4571285247803,4.35549783706665,33.1710968017578,34.4222717285156,43.3240011334419,0,12.7546815872192,68
Sebastes,serriceps,36.25,-121.75,7312:361:2,664,13.2774972915649,7.00983762741089,32.8131713867188,33.9756813049316,61.6089515388012,0,83.9356689453125,13
Sebastes,serriceps,36.25,-122.25,7312:362:1,1605,13.2334022521973,3.69740605354309,33.0334243774414,34.4789886474609,50.8739985525608,0,18.7763938903809,83
Sebastes,serriceps,36.75,-121.75,7312:361:4,200,13.1923837661743,9.9427375793457,32.4601554870605,33.4761924743652,75.3878429532051,0,169.73454284668,8
Sebastes,serriceps,36.75,-122.25,7312:362:3,1365,12.8962163925171,3.68909502029419,32.825511932373,34.4459075927734,69.4629997014999,0,18.5081272125244,22
Sebastes,serriceps,36.75,-122.75,7312:362:4,2560,13.3935213088989,1.53345000743866,32.7556686401367,34.641056060791,52.1019995212555,0,102.66423034668,83
Sebastes,serriceps,37.25,-122.25,7312:372:1,72,12.7344741821289,8.61571407318115,32.3339462280273,33.6055793762207,81.5349370241165,0,149.288848876953,8
Sebastes,serriceps,37.25,-122.75,7312:372:2,445,12.8410615921021,9.58348369598389,32.1027488708496,33.8618774414063,81.0920000076294,0,97.1892013549805,66
Sebastes,serriceps,37.75,-122.75,7312:372:4,71,12.4105558395386,11.9178762435913,32.0252532958984,33.1155052185059,89.7559970617294,0,192.358596801758,20
