ID,ecozone,gender,reproduction,embryo
Barbatula_barbatula,T,D,O,F
Barbatula_zetensis,T,D,O,F
Hedinichthys_yarkandensis,T,D,O,F
Lefua_echigonia,T,D,O,F
Nemacheilus_spiniferus,T,D,O,F
Paracobitis_malapterura,T,D,O,F
Triplophysa_anterodorsalis,T,D,O,F
Triplophysa_rosa,T,D,O,F
Triplophysa_scleroptera,T,D,O,F
Turcinoemacheilus_bahaii,T,D,O,F
Distichodus_antonii,T,D,O,F
Distichodus_rostratus,T,D,O,F
Ichthyborus_besse,T,D,O,F
Citharinus_citharus,T,D,O,F
Alestes_baremoze,T,D,O,F
Alestes_dentex,T,D,O,F
Alestes_macrophthalmus,T,D,O,F
Brachyalestes_imberi,T,D,O,F
Brycinus_leuciscus,T,D,O,F
Brycinus_macrolepidotus,T,D,O,F
Brycinus_nurse,T,D,O,F
Brycinus_sadleri,T,D,O,F
Hemigrammopetersius_barnardi,T,D,O,F
Hydrocynus_forskahlii,T,D,O,F
Hydrocynus_vittatus,T,D,O,F
Micralestes_acutidens,T,D,O,F
Hepsetus_odoe,T,D,O,F
Hoplias_malabaricus,T,D,O,F
Colossoma_macropomum,T,D,O,F
Myloplus_rhomboidalis,T,D,O,F
Piaractus_brachypomus,T,D,O,F
Piaractus_mesopotamicus,T,D,O,F
Prosomyleus_rhomboidalis,T,D,O,F
Pygocentrus_nattereri,T,D,O,F
Serrasalmus_spilopleura,T,D,O,F
Prochilodus_lineatus,T,D,O,F
Prochilodus_magdalenae,T,D,O,F
Prochilodus_nigricans,T,D,O,F
Semaprochilodus_taeniurus,T,D,O,F
Semaprochilodus_insignis,T,D,O,F
Curimata_knerii,T,D,O,F
Cyphocharax_magdalenae,T,D,O,F
Cyphocharax_voga,T,D,O,F
Potamorhina_latior,T,D,O,F
Psectrogaster_rutiloides,T,D,O,F
Leporinus_acutidens,T,D,O,F
Leporinus_friderici,T,D,O,F
Megaleporinus_obtusidens,T,D,O,F
Schizodon_intermedius,T,D,O,F
Brycon_amazonicus,T,D,O,F
Brycon_melanopterus,T,D,O,F
Brycon_moorei,T,D,O,F
Brycon_opalinus,T,D,O,F
Salminus_brasiliensis,T,D,O,F
Astyanax_bimaculatus,T,D,O,F
Astyanax_eigenmanniorum,T,D,O,F
Astyanax_mexicanus,T,D,O,F
Gymnocharacinus_bergii,T,D,O,F
Hyphessobrycon_pulchripinnis,T,D,O,F
Moenkhausia_dichroura,T,D,O,F
Moenkhausia_pittieri,T,D,O,F
Odontostilbe_paraguayensis,T,D,O,F
Oligosarcus_hepsetus,T,D,O,F
Oligosarcus_jenynsii,T,D,O,F
Paracheirodon_innesi,T,D,O,F
Psalidodon_fasciatus,T,D,O,F
Triportheus_albus,T,D,O,F
Triportheus_angulatus,T,D,O,F
Triportheus_elongatus,T,D,O,F
Electrophorus_electricus,T,D,O,F
Gymnotus_carapo,T,D,O,F
Apteronotus_leptorhynchus,T,D,O,F
Corydoras_aeneus,T,D,O,F
Hypostomus_albopunctatus,T,D,O,F
Loricariichthys_anus,T,D,O,F
Pterygoplichthys_disjunctivus,T,D,O,F
Rhinelepis_aspera,T,D,O,F
Rineloricaria_aequalicuspis,T,D,O,F
Rineloricaria_latirostris,T,D,O,F
Eremophilus_mutisii,T,D,O,F
Trichomycterus_itacarambiensis,T,D,O,F
Liobagrus_marginatus,T,D,O,F
Horabagrus_brachysoma,T,D,O,F
Bagarius_yarrelli,T,D,O,F
Creteuchiloglanis_macropterus,T,D,O,F
Euchiloglanis_kishinouyei,T,D,O,F
Glyptosternon_maculatum,T,D,O,F
Glyptothorax_fokiensis,T,D,O,F
Glyptothorax_macromaculatus,T,D,O,F
Oreoglanis_setiger,T,D,O,F
Pterodoras_granulosus,T,D,O,F
Synodontis_batensoda,T,D,O,F
Synodontis_clarias,T,D,O,F
Synodontis_membranaceus,T,D,O,F
Synodontis_nebulosus,T,D,O,F
Synodontis_schall,T,D,O,F
Synodontis_zambezensis,T,D,O,F
Amphilius_uranoscopus,T,D,O,F
Aspredo_aspredo,M,D,O,M
Clarias_agboyiensis,T,D,O,F
Clarias_anguillaris,T,D,O,F
Clarias_batrachus,T,D,O,F
Clarias_gariepinus,T,D,O,F
Clarias_gariepinus_x_Heterobranchus_longifilis,T,D,O,F
Clarias_ngamensis,T,D,O,F
Heterobranchus_longifilis,T,D,O,F
Heterobranchus_longifilis_x_Clarius_gariepinus,T,D,O,F
Heteropneustes_fossilis,T,D,O,F
Malapterurus_electricus,T,D,O,F
Cnidoglanis_macrocephalus,M,D,O,F
Plotosus_canius,M,D,O,F
Plotosus_lineatus,M,D,O,F
Tandanus_tandanus,T,D,O,F
Phalacronotus_micronemus,T,D,O,F
Silurus_glanis,T,D,O,F
Silurus_triostegus,T,D,O,F
Wallago_attu,T,D,O,F
Ailia_coila,T,D,O,F
Clupisoma_garua,T,D,O,F
Clupisoma_sinense,T,D,O,F
Ariopsis_felis,M,D,O,M
Ariopsis_guatemalensis,M,D,O,M
Arius_maculatus,M,D,O,M
Bagre_marinus,M,D,O,M
Carlarius_heudelotii,M,D,O,M
Carlarius_latiscutatus,M,D,O,M
Carlarius_parkii,M,D,O,M
Cathorops_spixii,M,D,O,M
Genidens_barbus,M,D,O,M
Genidens_genidens,M,D,O,M
Netuma_bilineata,M,D,O,M
Netuma_thalassina,M,D,O,M
Notarius_rugispinis,M,D,O,M
Osteogeneiosus_militaris,M,D,O,F
Plicofollis_dussumieri,M,D,O,M
Plicofollis_layardi,M,D,O,M
Sciades_couma,M,D,O,M
Sciades_parkeri,M,D,O,M
Sciades_proops,M,D,O,M
Austroglanis_barnardi,T,D,O,F
Austroglanis_gilli,T,D,O,F
Bagrus_bajad,T,D,O,F
Bagrus_docmak,T,D,O,F
Bagrus_meridionalis,T,D,O,F
Coreobagrus_ichikawai,T,D,O,F
Hemibagrus_baramensis,T,D,O,F
Hemibagrus_pluriradiatus,T,D,O,F
Mystus_cavasius,T,D,O,F
Mystus_gulio,T,D,O,F
Pseudobagrus_vachellii,T,D,O,F
Rita_rita,T,D,O,F
Sperata_aor,T,D,O,F
Tachysurus_fulvidraco,T,D,O,F
Tachysurus_vachellii,T,D,O,F
Auchenoglanis_occidentalis,T,D,O,F
Chrysichthys_auratus,T,D,O,F
Chrysichthys_nigrodigitatus,T,D,O,F
Chrysichthys_walkeri,T,D,O,F
Pimelodella_kronei,T,D,O,F
Pangasianodon_hypophthalmus,T,D,O,F
Pangasius_pangasius,T,D,O,F
Brachyplatystoma_rousseauxii,T,D,O,F
Calophysus_macropterus,T,D,O,F
Hemisorubim_platyrhynchos,T,D,O,F
Hypophthalmus_edentatus,T,D,O,F
Iheringichthys_labrosus,T,D,O,F
Pseudoplatystoma_corruscans,T,D,O,F
Pseudoplatystoma_fasciatum,T,D,O,F
Pseudoplatystoma_orinocoense,T,D,O,F
Pseudoplatystoma_punctifer,T,D,O,F
Pseudoplatystoma_reticulatum,T,D,O,F
Pseudoplatystoma_tigrinum,T,D,O,F
Sorubim_lima,T,D,O,F
Lophiosilurus_alexandri,T,D,O,F
Eutropiichthys_vacha,T,D,O,F
Parailia_pellucida,T,D,O,F
Schilbe_intermedius,T,D,O,F
Schilbe_mandibularis,T,D,O,F
Schilbe_mystus,T,D,O,F
Schilbe_uranoscopus,T,D,O,F
Cranoglanis_bouderius,T,D,O,F
Cranoglanis_multiradiatus,T,D,O,F
Ictalurus_furcatus,T,D,O,F
Ictalurus_furcatus_JR,T,D,O,F
Ictalurus_punctatus,T,D,O,F
Pylodictis_olivaris,T,D,O,F
Ameiurus_catus,T,D,O,F
Ameiurus_melas,T,D,O,F
Ameiurus_natalis,T,D,O,F
Ameiurus_nebulosus,T,D,O,F
Noturus_albater,T,D,O,F
Noturus_baileyi,T,D,O,F
Noturus_eleutherus,T,D,O,F
Noturus_exilis,T,D,O,F
Noturus_flavipinnis,T,D,O,F
Noturus_flavus,T,D,O,F
Noturus_funebris,T,D,O,F
Noturus_gyrinus,T,D,O,F
Noturus_hildebrandi,T,D,O,F
Noturus_insignis,T,D,O,F
Noturus_lachneri,T,D,O,F
Noturus_miurus,T,D,O,F
Noturus_munitus,T,D,O,F
Noturus_nocturnus,T,D,O,F
Noturus_phaeus,T,D,O,F
Noturus_stigmosus,T,D,O,F
Lepidogalaxias_salamandroides,T,D,O,F
Argentina_silus,M,D,O,M
Argentina_sphyraena,M,D,O,M
Glossanodon_semifasciatus,M,D,O,M
Pseudobathylagus_milleri,M,D,O,M
Leuroglossus_stilbius,M,D,O,M
Galaxias_maculatus,T,D,O,T
Galaxias_occidentalis,T,D,O,T
Galaxias_paucispondylus,T,D,O,F
Galaxias_prognathus,T,D,O,F
Galaxiella_munda,T,D,O,T
Galaxiella_nigrostriata,T,D,O,T
Galaxiella_pusilla,T,D,O,T
Coregonus_albula,M,D,O,F
Coregonus_artedi,M,D,O,F
Coregonus_autumnalis,M,D,O,F
Coregonus_chadary,T,D,O,F
Coregonus_clupeaformis,M,D,O,F
Coregonus_hoyi,T,D,O,F
Coregonus_kiyi,T,D,O,F
Coregonus_laurettae,T,D,O,F
Coregonus_lavaretus,T,D,O,F
Coregonus_macrophthalmus,T,D,O,F
Coregonus_muksun,T,D,O,F
Coregonus_nasus,T,D,O,F
Coregonus_pidschian,T,D,O,F
Coregonus_pollan,T,D,O,F
Coregonus_reighardi,T,D,O,F
Coregonus_sardinella,T,D,O,F
Coregonus_ussuriensis,T,D,O,F
Coregonus_zenithicus,T,D,O,F
Prosopium_abyssicola,T,D,O,F
Prosopium_coulterii,T,D,O,F
Prosopium_cylindraceum,M,D,O,F
Prosopium_gemmifer,T,D,O,F
Prosopium_spilonotus,T,D,O,F
Prosopium_williamsoni,T,D,O,F
Stenodus_leucichthys,M,D,O,F
Stenodus_nelma,M,D,O,F
Thymallus_arcticus,T,D,O,F
Thymallus_baicalensis,T,D,O,F
Thymallus_nigrescens,T,D,O,F
Thymallus_thymallus,T,D,O,F
Thymallus_tugarinae,T,D,O,F
Brachymystax_lenok,T,D,O,F
Hucho_hucho,T,D,O,F
Hucho_taimen,T,D,O,F
Oncorhynchus_aguabonita,M,D,O,F
Oncorhynchus_clarkii_stomias,T,D,O,F
Oncorhynchus_gilae,T,D,O,F
Oncorhynchus_gorbuscha,M,D,O,F
Oncorhynchus_keta,M,D,O,F
Oncorhynchus_kisutch,M,D,O,F
Oncorhynchus_masou,M,D,O,F
Oncorhynchus_mykiss,M,D,O,F
Oncorhynchus_nerka,M,D,O,F
Oncorhynchus_tshawytscha,M,D,O,F
Parahucho_perryi,T,D,O,F
Salmo_lourosensis,T,D,O,F
Salmo_marmoratus,T,D,O,F
Salmo_obtusirostris,T,D,O,F
Salmo_salar,M,D,O,F
Salmo_trutta,M,D,O,F
Salvelinus_alpinus,M,D,O,F
Salvelinus_curilus,T,D,O,F
Salvelinus_fontinalis,T,D,O,F
Salvelinus_leucomaenis,T,D,O,F
Salvelinus_malma,T,D,O,F
Salvelinus_namaycush,T,D,O,F
Salvelinus_willoughbii,T,D,O,F
Esox_americanus,T,D,O,F
Esox_lucius,T,D,O,F
Esox_masquinongy,T,D,O,F
Esox_niger,T,D,O,F
Dallia_pectoralis,T,D,O,F
Umbra_limi,T,D,O,F
Umbra_pygmaea,T,D,O,F
Umbra_krameri,T,D,O,F
Hypomesus_nipponensis,M,D,O,F
Hypomesus_olidus,M,D,O,F
Mallotus_villosus,M,D,O,F
Osmerus_dentex,M,D,O,F
Osmerus_eperlanus,M,D,O,F
Osmerus_mordax,M,D,O,F
Spirinchus_thaleichthys,M,D,O,F
Thaleichthys_pacificus,M,D,O,F
Prototroctes_maraena,T,D,O,F
Retropinna_semoni,T,D,O,F
Neosalanx_pseudotaihuensis,T,D,O,F
Neosalanx_taihuensis,T,D,O,F
Cyclothone_alba,M,D,O,M
Cyclothone_atraria,M,H,O,M
Cyclothone_pallida,M,H,O,M
Sigmops_elongatus,M,H,O,M
Vinciguerria_nimbaria,M,D,O,M
Maurolicus_imperatorius,M,D,O,M
Maurolicus_muelleri,M,D,O,M
Maurolicus_stehmanni,M,D,O,M
Borostomias_panamensis,M,D,O,M
Tactostoma_macropus,M,D,O,M
Chlorophthalmus_agassizi,M,H,O,M
Evermannella_melanoderma,M,D,O,M
Bathypterois_dubius,M,H,O,M
Lestrolepis_japonica,M,D,O,M
Harpadon_microchir,M,D,O,M
Harpadon_nehereus,M,D,O,M
Saurida_elongata,M,D,O,M
Saurida_longimanus,M,D,O,M
Saurida_micropectoralis,M,D,O,M
Saurida_tumbil,M,D,O,M
Saurida_undosquamis,M,D,O,M
Synodus_foetens,M,D,O,M
Synodus_saurus,M,D,O,M
Synodus_variegatus,M,D,O,M
Trachinocephalus_myops,M,D,O,M
Diaphus_dumerilii,M,D,O,M
Diaphus_suborbitalis,M,D,O,M
Diaphus_theta,M,D,O,M
Diaphus_watasei,M,D,O,M
Gymnoscopelus_braueri,M,D,O,M
Lampanyctodes_hectoris,M,D,O,M
Notoscopelus_elongatus,M,D,O,M
Notoscopelus_kroyeri,M,D,O,M
Notoscopelus_resplendens,M,D,O,M
Scopelopsis_multipunctatus,M,D,O,M
Ceratoscopelus_maderensis,M,D,O,M
Ceratoscopelus_townsendi,M,D,O,M
Ceratoscopelus_warmingii,M,D,O,M
Lampanyctus_crocodilus,M,D,O,M
Lampanyctus_regalis,M,D,O,M
Lampanyctus_ritteri,M,D,O,M
Lepidophanes_guentheri,M,D,O,M
Stenobrachius_leucopsarus,M,D,O,M
Triphoturus_mexicanus,M,D,O,M
Benthosema_fibulatum,M,D,O,M
Benthosema_glaciale,M,D,O,M
Benthosema_pterotum,M,D,O,M
Benthosema_suborbitale,M,D,O,M
Dasyscopelus_selenops,M,D,O,M
Electrona_antarctica,M,D,O,M
Electrona_carlsbergi,M,D,O,M
Hygophum_taaningi,M,D,O,M
Krefftichthys_anderssoni,M,D,O,M
Myctophum_affine,M,D,O,M
Myctophum_asperum,M,D,O,M
Myctophum_nitidulum,M,D,O,M
Myctophum_punctatum,M,D,O,M
Protomyctophum_arcticum,M,D,O,M
Symbolophorus_californiensis,M,D,O,M
Tarletonbeania_crenularis,M,D,O,M
Notolychnus_valdiviae,M,D,O,M
Lampris_guttatus,M,D,O,M
Percopsis_omiscomaycus,T,D,O,F
Percopsis_transmontana,T,D,O,F
Chologaster_cornuta,T,D,O,F
Forbesichthys_agassizii,T,D,O,F
Typhlichthys_subterraneus,T,D,O,F
Amblyopsis_spelaea,T,D,O,F
Amblyopsis_rosae,T,D,O,F
Aphredoderus_sayanus,T,D,O,F
Cyttus_traversi,M,D,O,M
Allocyttus_niger,M,D,O,M
Allocyttus_verrucosus,M,D,O,M
Pseudocyttus_maculatus,M,D,O,M
Zeus_faber,M,D,O,M
Arctogadus_glacialis,M,D,O,M
Boreogadus_saida,M,D,O,M
Eleginus_gracilis,M,D,O,M
Gadiculus_argenteus,M,D,O,M
Gadus_chalcogrammus,M,D,O,M
Gadus_macrocephalus,M,D,O,M
Gadus_morhua,M,D,O,M
Microgadus_tomcod,M,D,O,M
Micromesistius_poutassou,M,D,O,M
Micromesistius_australis,M,D,O,M
Melanogrammus_aeglefinus,M,D,O,M
Merlangius_merlangus,M,D,O,M
Pollachius_pollachius,M,D,O,M
Pollachius_virens,M,D,O,M
Trisopterus_esmarkii,M,D,O,M
Trisopterus_luscus,M,D,O,M
Trisopterus_minutus,M,D,O,M
Brosme_brosme,M,D,O,M
Lota_lota,T,D,O,F
Molva_molva,M,D,O,M
Molva_dypterygia,M,D,O,M
Ciliata_mustela,M,D,O,M
Ciliata_septentrionalis,M,D,O,M
Enchelyopus_cimbrius,M,D,O,M
Gaidropsarus_guttatus,M,D,O,M
Albatrossia_pectoralis,M,D,O,M
Coryphaenoides_acrolepis,M,D,O,M
Coryphaenoides_armatus,M,D,O,M
Coryphaenoides_brevibarbis,M,D,O,M
Coryphaenoides_carapinus,M,D,O,M
Coryphaenoides_guentheri,M,D,O,M
Coryphaenoides_mediterraneus,M,D,O,M
Coryphaenoides_rupestris,M,D,O,M
Coryphaenoides_yaquinae,M,D,O,M
Coelorinchus_caelorhincus,M,D,O,M
Coelorinchus_labiatus,M,D,O,M
Nezumia_aequalis,M,D,O,M
Nezumia_liolepis,M,D,O,M
Nezumia_sclerorhynchus,M,D,O,M
Hymenocephalus_italicus,M,D,O,M
Macrourus_berglax,M,D,O,M
Macrourus_carinatus,M,D,O,M
Trachyrincus_scabrus,M,D,O,M
Macruronus_magellanicus,M,D,O,M
Macruronus_novaezelandiae,M,D,O,M
Merluccius_albidus,M,D,O,M
Merluccius_angustimanus,M,D,O,M
Merluccius_australis,M,D,O,M
Merluccius_bilinearis,M,D,O,M
Merluccius_capensis,M,D,O,M
Merluccius_gayi,M,D,O,M
Merluccius_hubbsi,M,D,O,M
Merluccius_merluccius,M,D,O,M
Merluccius_paradoxus,M,D,O,M
Merluccius_peruanus,M,D,O,M
Merluccius_polli,M,D,O,M
Merluccius_productus,M,D,O,M
Merluccius_senegalensis,M,D,O,M
Antimora_microlepis,M,D,O,M
Antimora_rostrata,M,D,O,M
Lepidion_lepidion,M,D,O,M
Lepidion_schmidti,M,D,O,M
Mora_moro,M,D,O,M
Pseudophycis_bachus,M,D,O,M
Phycis_phycis,M,D,O,M
Phycis_blennoides,M,D,O,M
Urophycis_chuss,M,D,O,M
Urophycis_tenuis,M,D,O,M
Urophycis_mystacea,M,D,O,M
Raniceps_raninus,M,D,O,M
Polymixia_lowei,M,D,O,M
Polymixia_nobilis,M,D,O,M
Polymixia_yuri,M,D,O,M
Centroberyx_affinis,M,D,O,M
Beryx_decadactylus,M,D,O,M
Beryx_splendens,M,D,O,M
Poromitra_crassiceps,M,D,O,M
Acanthochaenus_luetkenii,M,D,O,M
Monocentris_reedi,M,D,O,M
Hoplostethus_atlanticus,M,D,O,M
Hoplostethus_mediterraneus,M,D,O,M
Holocentrus_adscensionis,M,D,O,M
Myripristis_amaena,M,D,O,M
Myripristis_murdjan,M,D,O,M
Neoniphon_sammara,M,D,O,M
Sargocentron_diadema,M,D,O,M
Sargocentron_microstoma,M,D,O,M
Sargocentron_rubrum,M,D,O,M
Cataetyx_alleni,M,D,O,M
Carapus_bermudensis,M,D,O,M
Cherublemma_emmelas,M,D,O,M
Genypterus_blacodes,M,D,O,M
Genypterus_capensis,M,D,O,M
Genypterus_chilensis,M,D,O,M
Lepophidium_brevibarbe,M,D,O,M
Ophidion_josephi,M,D,O,M
Halobatrachus_didactylus,M,D,O,M
Opsanus_tau,M,D,O,M
Opsanus_beta,M,D,O,M
Porichthys_analis,M,D,O,M
Porichthys_porosissimus,M,D,O,M
Kurtus_gulliveri,M,D,O,M
Apogon_imberbis,M,D,O,M
Jaydia_lineata,M,D,O,M
Ostorhinchus_cyanosoma,M,D,O,M
Ostorhinchus_doederleini,M,D,O,M
Pterapogon_kauderni,M,D,O,M
Rhabdamia_gracilis,M,D,O,M
Siphamia_tubifer,M,D,O,M
Bostrychus_africanus,T,D,O,M
Dormitator_latifrons,T,D,O,F
Eleotris_oxycephala,T,D,O,F
Gobiomorphus_breviceps,T,D,O,F
Gobiomorus_dormitor,T,D,O,F
Trypauchen_vagina,M,D,O,M
Acentrogobius_pflaumii,M,D,O,M
Acentrogobius_viridipunctatus,M,D,O,M
Amblygobius_bynoensis,M,D,O,M
Amblygobius_phalaena,M,D,O,M
Aphia_minuta,M,D,O,M
Asterropteryx_semipunctata,M,D,O,M
Bathygobius_soporator,M,D,O,M
Eviota_melasma,M,D,O,M
Eviota_queenslandica,M,D,O,M
Eviota_sigillata,M,D,O,M
Glossogobius_callidus,T,D,O,M
Glossogobius_giuris,M,D,O,M
Gobiosoma_bosc,T,D,O,M
Gobiosoma_robustum,M,D,O,M
Gobius_cobitis,M,D,O,M
Gobius_niger,M,D,O,M
Gobius_ophiocephalus,M,D,O,M
Gobius_paganellus,M,D,O,M
Gobius_roulei,M,D,O,M
Gobius_vittatus,M,D,O,M
Istigobius_decoratus,M,D,O,M
Istigobius_goldmanni,M,D,O,M
Lesueurigobius_friesii,M,D,O,M
Neogobius_caspius,M,D,O,M
Neogobius_fluvialitis,T,D,O,F
Neogobius_melanostomus,M,D,O,M
Rhinogobiops_nicholsii,M,D,O,M
Padogobius_bonelli,T,D,O,M
Padogobius_nigricans,T,D,O,M
Ponticola_cyrius,T,D,O,F
Ponticola_iranicus,T,D,O,F
Sufflogobius_bibarbatus,M,D,O,M
Thorogobius_ephippiatus,M,D,O,M
Trimma_benjamini,M,D,O,M
Trimma_nasa,M,D,O,M
Valenciennea_muralis,M,D,O,M
Valenciennea_strigata,M,D,O,M
Zosterisessor_ophiocephalus,M,D,O,M
Acanthogobius_flavimanus,M,D,O,M
Crystallogobius_linearis,M,D,O,M
Deltentosteus_quadrimaculatus,M,D,O,M
Economidichthys_trichonis,T,D,O,M
Gobionellus_microdon,M,D,O,M
Knipowitschia_caucasica,M,D,O,M
Knipowitschia_panizzae,M,D,O,M
Lepidogobius_lepidus,M,D,O,M
Pomatoschistus_microps,M,D,O,M
Pomatoschistus_minutus,M,D,O,M
Pomatoschistus_norvegicus,M,D,O,M
Rhinogobius_brunneus,M,D,O,M
Rhinogobius_cliffordpopei,T,D,O,F
Rhinogobius_giurinus,M,D,O,M
Stigmatogobius_pleurostigma,T,D,O,F
Stiphodon_percnopterygionus,T,D,O,M
Perccottus_glenii,T,D,O,F
Boleophthalmus_boddarti,M,D,O,M
Boleophthalmus_pectinirostris,M,D,O,M
Gymnogobius_urotaenia,T,D,O,F
Parapocryptes_serperaster,M,D,O,M
Periophthalmodon_schlosseri,M,D,O,M
Periophthalmus_barbarus,M,D,O,M
Periophthalmus_waltoni,M,D,O,M
Pseudapocryptes_elongatus,M,D,O,M
Taenioides_cirratus,M,D,O,M
Tridentiger_bifasciatus,M,D,O,M
Trichonotus_filamentosus,M,H,O,M
Callionymus_belcheri,M,D,O,M
Callionymus_filamentosus,M,D,O,M
Callionymus_lyra,M,D,O,M
Synchiropus_phaeton,M,D,O,M
Dactylopterus_volitans,M,D,O,M
Hippocampus_erectus,M,D,O,M
Hippocampus_guttulatus,M,D,O,M
Hippocampus_hippocampus,M,D,O,M
Hippocampus_kuda,M,D,O,M
Hippocampus_reidi,M,D,O,M
Hippocampus_whitei,M,D,O,M
Hippocampus_zosterae,M,D,O,M
Phycodurus_eques,M,D,O,M
Phyllopteryx_taeniolatus,M,D,O,M
Syngnathoides_biaculeatus,M,D,O,M
Syngnathus_abaster,M,D,O,M
Syngnathus_fuscus,M,D,O,M
Syngnathus_taenionotus,M,D,O,M
Macroramphosus_scolopax,M,D,O,M
Macroramphosus_gracilis,M,D,O,M
Fistularia_commersonii,M,D,O,M
Mulloidichthys_flavolineatus,M,D,O,M
Mulloidichthys_vanicolensis,M,D,O,M
Mullus_barbatus,M,D,O,M
Mullus_ponticus,M,D,O,M
Mullus_surmuletus,M,D,O,M
Parupeneus_barberinus,M,D,O,M
Parupeneus_forsskali,M,D,O,M
Parupeneus_heptacantha,M,D,O,M
Parupeneus_macronemus,M,D,O,M
Parupeneus_multifasciatus,M,D,O,M
Pseudupeneus_maculatus,M,D,O,M
Upeneus_japonicus,M,D,O,M
Upeneus_moluccensis,M,D,O,M
Upeneus_pori,M,D,O,M
Upeneus_sulphureus,M,D,O,M
Upeneus_tragula,M,D,O,M
Upeneus_vittatus,M,D,O,M
Arripis_georgianus,M,D,O,M
Arripis_trutta,M,D,O,M
Brama_australis,M,D,O,M
Brama_brama,M,D,O,M
Brama_japonica,M,D,O,M
Eumegistus_illustris,M,D,O,M
Taractichthys_steindachneri,M,D,O,M
Promethichthys_prometheus,M,D,O,M
Rexea_solandri,M,D,O,M
Pomatomus_saltatrix,M,D,O,M
Rastrelliger_brachysoma,M,D,O,M
Rastrelliger_faughni,M,D,O,M
Rastrelliger_kanagurta,M,D,O,M
Scomber_australasicus,M,D,O,M
Scomber_colias,M,D,O,M
Scomber_japonicus,M,D,O,M
Scomber_scombrus,M,D,O,M
Acanthocybium_solandri,M,D,O,M
Scomberomorus_brasiliensis,M,D,O,M
Scomberomorus_cavalla,M,D,O,M
Scomberomorus_commerson,M,D,O,M
Scomberomorus_guttatus,M,D,O,M
Scomberomorus_lineolatus,M,D,O,M
Scomberomorus_maculatus,M,D,O,M
Scomberomorus_munroi,M,D,O,M
Scomberomorus_niphonius,M,D,O,M
Scomberomorus_queenslandicus,M,D,O,M
Scomberomorus_plurilineatus,M,D,O,M
Scomberomorus_sierra,M,D,O,M
Gymnosarda_unicolor,M,D,O,M
Sarda_australis,M,D,O,M
Sarda_chiliensis,M,D,O,M
Sarda_orientalis,M,D,O,M
Sarda_sarda,M,D,O,M
Allothunnus_fallai,M,D,O,M
Auxis_rochei,M,D,O,M
Auxis_thazard,M,D,O,M
Euthynnus_affinis,M,D,O,M
Euthynnus_alletteratus,M,D,O,M
Katsuwonus_pelamis,M,D,O,M
Thunnus_alalunga,M,D,O,M
Thunnus_albacares,M,D,O,M
Thunnus_atlanticus,M,D,O,M
Thunnus_maccoyii,M,D,O,M
Thunnus_obesus,M,D,O,M
Thunnus_orientalis,M,D,O,M
Thunnus_thynnus,M,D,O,M
Thunnus_tonggol,M,D,O,M
Aphanopus_carbo,M,D,O,M
Aphanopus_intermedius,M,D,O,M
Eupleurogrammus_glossodon,M,D,O,M
Lepidopus_caudatus,M,D,O,M
Lepturacanthus_savala,M,D,O,M
Trichiurus_nanhaiensis,M,D,O,M
Trichiurus_lepturus,M,D,O,M
Trichiurus_lepturus_japonicus,M,D,O,M
Ariomma_indica,M,D,O,M
Hyperoglyphe_antarctica,M,D,O,M
Psenopsis_anomala,M,D,O,M
Seriolella_punctata,M,D,O,M
Cubiceps_pauciradiatus,M,D,O,M
Pampus_argenteus,M,D,O,M
Pampus_chinensis,M,D,O,M
Peprilus_burti,M,D,O,M
Peprilus_triacanthus,M,D,O,M
Macrognathus_maculatus,T,D,O,F
Macrognathus_pancalus,T,D,O,F
Mastacembelus_erythrotaenia,T,D,O,F
Mastacembelus_mastacembelus,T,D,O,F
Monopterus_albus,T,H,O,F
Anabas_testudineus,T,D,O,F
Sandelia_bainsii,T,D,O,F
Channa_argus,T,D,O,F
Channa_marulius,T,D,O,F
Channa_punctata,T,D,O,F
Channa_striata,T,D,O,F
Nandus_nandus,T,D,O,F
Betta_splendens,T,D,O,F
Osphronemus_goramy,T,D,O,F
Trichogaster_fasciata,T,D,O,F
Pristolepis_fasciata,T,D,O,F
Pristolepis_grootii,T,D,O,F
Eleutheronema_tetradactylum,M,H,O,M
Filimanus_heptadactyla,M,H,O,M
Galeoides_decadactylus,M,H,O,M
Leptomelanosoma_indicum,M,H,O,M
Pentanemus_quinquarius,M,H,O,M
Polydactylus_macrochir,M,H,O,M
Polydactylus_octonemus,M,H,O,M
Polydactylus_quadrifilis,M,H,O,M
Coryphaena_equiselis,M,D,O,M
Coryphaena_hippurus,M,D,O,M
Alepes_djedaba,M,D,O,M
Alepes_kleinii,M,D,O,M
Atropus_atropos,M,D,O,M
Atule_mate,M,D,O,M
Caranx_bucculentus,M,D,O,M
Caranx_caballus,M,D,O,M
Caranx_caninus,M,D,O,M
Caranx_crysos,M,D,O,M
Caranx_hippos,M,D,O,M
Caranx_ignobilis,M,D,O,M
Caranx_lugubris,M,D,O,M
Caranx_melampygus,M,D,O,M
Caranx_rhonchus,M,D,O,M
Caranx_senegallus,M,D,O,M
Caranx_tille,M,D,O,M
Chloroscombrus_chrysurus,M,D,O,F
Decapterus_kurroides,M,D,O,F
Decapterus_macarellus,M,D,O,F
Decapterus_macrosoma,M,D,O,F
Decapterus_maruadsi,M,D,O,F
Decapterus_punctatus,M,D,O,F
Decapterus_russelli,M,D,O,M
