lat_grid_idx,lon_grid_idx,species_count,genus_count,observation_count,temperature_param_mean,depth_param_mean,salinity_param_mean,primary_production_param_mean,dissolved_oxygen_param_mean,distance_to_land_param_mean,overall_probability,cell_center_lat,cell_center_lon,lat_south,lat_north,lon_west,lon_east
7,42,21,17,27,3.9029807692307688,997.8365384615385,31.826057692307693,18.82673076923077,244.57038461538463,354.7692307692308,0.47814814814814816,-76.5,-27.0,-77.4,-75.6,-28.799999999999983,-25.19999999999999
7,43,6,5,6,0.8462500000000001,292.9583333333333,33.752916666666664,8.047916666666667,270.6695833333334,215.375,0.7383333333333333,-76.5,-23.400000000000006,-77.4,-75.6,-25.19999999999999,-21.599999999999994
7,93,7,7,8,3.171875,1047.0625,32.0646875,16.188125,257.15875,398.71875,0.48,-76.5,156.60000000000002,-77.4,-75.6,154.8,158.40000000000003
7,94,19,14,29,1.4932758620689655,790.5172413793103,33.28646551724138,11.452413793103448,263.0410344827586,289.07327586206895,0.6137931034482759,-76.5,160.2,-77.4,-75.6,158.40000000000003,162.0
7,95,26,21,36,3.2572222222222225,857.0138888888889,32.50416666666667,16.921527777777776,251.09625,322.4861111111111,35.0025,-76.5,163.8,-77.4,-75.6,162.0,165.60000000000002
7,96,19,14,31,1.683709677419355,727.733870967742,33.189919354838715,12.038467741935484,256.22798387096776,307.41129032258067,33.524193548387096,-76.5,167.40000000000003,-77.4,-75.6,165.60000000000002,169.2
7,97,21,16,37,3.7252777777777784,1227.6805555555557,32.10666666666666,18.01673611111111,250.42236111111112,457.71527777777777,23.953243243243243,-76.5,171.0,-77.4,-75.6,169.2,172.8
7,98,24,19,40,2.927,1034.55625,32.3815,16.1768125,249.7904375,360.8375,11.106,-76.5,174.60000000000002,-77.4,-75.6,172.8,176.40000000000003
7,99,23,18,37,3.5097058823529412,924.4485294117648,32.43926470588235,17.11911764705882,254.5453676470588,413.49632352941177,49.13918918918919,-76.5,178.2,-77.4,-75.6,176.40000000000003,180.0
8,0,14,13,16,3.5225,923.375,32.53015625,15.79265625,255.1084375,436.9921875,93.79375,-74.7,-178.2,-75.6,-73.8,-180.0,-176.4
8,1,8,6,11,7.758636363636364,2391.2272727272725,30.12136363636364,34.22,231.485,568.9545454545455,0.41363636363636364,-74.7,-174.6,-75.6,-73.8,-176.4,-172.8
8,2,9,8,9,7.9553125,1662.21875,31.085,32.6828125,222.973125,611.75,0.2744444444444445,-74.7,-171.0,-75.6,-73.8,-172.8,-169.2
8,3,7,6,7,7.71625,2172.0416666666665,30.458333333333332,29.484166666666667,231.74708333333334,699.5,515.1242857142857,-74.7,-167.4,-75.6,-73.8,-169.2,-165.6
8,4,2,2,2,9.49625,2375.0,30.71125,39.176249999999996,222.69125000000003,554.75,0.485,-74.7,-163.8,-75.6,-73.8,-165.6,-162.0
8,5,5,4,7,9.5845,3060.0,28.356,38.403,216.0755,714.6,0.1742857142857143,-74.7,-160.2,-75.6,-73.8,-162.0,-158.4
8,6,4,4,7,10.473214285714286,2708.1428571428573,28.060714285714287,42.917857142857144,213.51678571428573,736.1071428571429,0.08285714285714287,-74.7,-156.6,-75.6,-73.8,-158.4,-154.8
8,7,7,6,7,7.75125,1798.1666666666667,29.782916666666665,31.24,229.89000000000001,596.875,0.10571428571428572,-74.7,-153.0,-75.6,-73.8,-154.8,-151.2
8,8,11,11,13,2.3184615384615386,1118.0384615384614,32.61557692307692,12.576153846153847,255.2653846153846,466.8076923076923,0.15307692307692308,-74.7,-149.4,-75.6,-73.8,-151.2,-147.6
8,9,7,6,9,4.448571428571428,1425.5,31.84892857142857,16.82392857142857,247.22571428571428,672.5357142857143,0.12444444444444443,-74.7,-145.8,-75.6,-73.8,-147.6,-144.0
8,10,12,9,20,2.505,1177.5657894736842,33.13065789473684,14.217894736842105,254.93986842105264,437.0986842105263,0.211,-74.7,-142.2,-75.6,-73.8,-144.0,-140.4
8,11,17,14,21,0.612625,872.2875,33.426249999999996,10.43975,262.54875000000004,318.9,0.35333333333333333,-74.7,-138.6,-75.6,-73.8,-140.4,-136.8
8,12,15,12,17,-0.14265625,614.265625,33.78421875,7.54140625,268.07640625,272.078125,0.6735294117647058,-74.7,-135.0,-75.6,-73.8,-136.8,-133.2
8,13,12,9,17,2.6086764705882355,1119.8382352941176,32.70382352941176,17.223970588235293,256.5241176470588,327.3897058823529,9.668235294117649,-74.7,-131.4,-75.6,-73.8,-133.2,-129.6
8,14,10,8,10,1.8810000000000002,628.75,33.511250000000004,13.63825,255.64675000000003,306.825,0.437,-74.7,-127.8,-75.6,-73.8,-129.6,-126.0
8,15,8,6,10,0.849,172.85,33.802499999999995,8.897499999999999,273.38025000000005,239.9,0.24699999999999997,-74.7,-124.19999999999999,-75.6,-73.8,-126.0,-122.4
8,16,3,3,4,0.20687499999999998,274.625,33.690625,5.975,274.721875,158.8125,0.2525,-74.7,-120.6,-75.6,-73.8,-122.4,-118.8
8,17,7,6,9,1.0194444444444444,722.75,33.840555555555554,11.386111111111111,268.24611111111113,264.8888888888889,0.6155555555555555,-74.7,-117.0,-75.6,-73.8,-118.8,-115.2
8,18,8,6,8,3.8242857142857143,595.0357142857143,31.910714285714285,16.341428571428573,257.76000000000005,242.89285714285714,0.48625,-74.7,-113.39999999999999,-75.6,-73.8,-115.2,-111.6
8,19,13,9,15,4.422166666666667,1045.5666666666666,31.825,22.858166666666666,245.36683333333335,340.14166666666665,0.36733333333333335,-74.7,-109.8,-75.6,-73.8,-111.6,-108.0
8,20,17,16,23,2.7893478260869564,701.2065217391304,33.07347826086957,12.920652173913044,262.8540217391304,352.8695652173913,1.2460869565217392,-74.7,-106.2,-75.6,-73.8,-108.0,-104.39999999999999
8,21,12,9,14,2.304464285714286,800.5892857142857,32.81482142857143,14.866071428571429,259.60964285714283,306.92857142857144,0.44,-74.7,-102.6,-75.6,-73.8,-104.39999999999999,-100.8
8,22,5,5,5,3.6725000000000003,720.75,32.412,18.23,258.23900000000003,299.45,0.016,-74.7,-99.0,-75.6,-73.8,-100.8,-97.2
8,32,28,20,39,1.806907894736842,826.9078947368421,32.72638157894737,13.101381578947368,262.8876973684211,297.2730263157895,0.5828205128205128,-74.7,-63.0,-75.6,-73.8,-64.8,-61.2
8,33,16,11,20,1.0763157894736841,768.6315789473684,33.37592105263158,9.899605263157895,261.9246052631579,353.89473684210526,0.24300000000000002,-74.7,-59.39999999999999,-75.6,-73.8,-61.2,-57.599999999999994
8,34,4,4,4,0.43625,443.6875,33.650625000000005,9.84,258.683125,473.125,0.11249999999999999,-74.7,-55.8,-75.6,-73.8,-57.599999999999994,-54.0
8,35,3,3,5,4.8085,1392.15,33.951499999999996,14.616499999999998,249.0,811.8,0.022,-74.7,-52.2,-75.6,-73.8,-54.0,-50.400000000000006
8,36,1,1,1,4.6450000000000005,2625.0,33.975,22.8725,239.425,446.0,0.07,-74.7,-48.599999999999994,-75.6,-73.8,-50.400000000000006,-46.79999999999998
8,37,3,3,3,4.440833333333334,1602.75,33.8975,18.2775,244.03833333333333,706.1666666666666,0.036666666666666674,-74.7,-45.0,-75.6,-73.8,-46.79999999999998,-43.19999999999999
8,38,4,4,6,1.0295833333333333,475.7083333333333,33.64083333333333,11.434166666666668,255.44375,552.375,0.045000000000000005,-74.7,-41.400000000000006,-75.6,-73.8,-43.19999999999999,-39.599999999999994
8,39,5,5,5,1.3905,874.75,33.7315,12.297,253.9245,475.325,0.086,-74.7,-37.79999999999998,-75.6,-73.8,-39.599999999999994,-36.0
8,40,7,7,8,2.0253125,1106.03125,33.8115625,12.302187499999999,256.38687500000003,479.171875,0.19,-74.7,-34.19999999999999,-75.6,-73.8,-36.0,-32.400000000000006
8,41,12,10,15,3.035892857142857,1150.9285714285713,32.95839285714286,15.109107142857141,258.8194642857143,381.92857142857144,28.63066666666667,-74.7,-30.599999999999994,-75.6,-73.8,-32.400000000000006,-28.799999999999983
8,42,32,26,54,2.116296296296296,903.2314814814815,32.594722222222224,13.796018518518519,257.90157407407406,332.66898148148147,9.353148148148149,-74.7,-27.0,-75.6,-73.8,-28.799999999999983,-25.19999999999999
8,43,20,17,20,1.7422368421052632,512.0394736842105,33.12434210526315,10.574868421052633,260.18144736842106,324.5855263157895,0.383,-74.7,-23.400000000000006,-75.6,-73.8,-25.19999999999999,-21.599999999999994
8,44,20,15,24,4.8525,1094.09375,31.48125,20.741666666666667,251.2890625,439.3020833333333,0.5495833333333333,-74.7,-19.799999999999983,-75.6,-73.8,-21.599999999999994,-18.0
8,45,6,6,6,1.0579166666666666,585.4166666666666,33.71041666666667,9.706249999999999,270.15500000000003,314.25,0.7716666666666666,-74.7,-16.19999999999999,-75.6,-73.8,-18.0,-14.400000000000006
8,94,8,8,8,2.6684375,959.4375,32.8896875,15.5965625,255.8703125,414.8125,0.8325,-74.7,160.2,-75.6,-73.8,158.40000000000003,162.0
8,95,20,18,29,3.199907407407408,890.7870370370371,32.408796296296295,16.391203703703702,251.6185185185185,351.0416666666667,34.27793103448276,-74.7,163.8,-75.6,-73.8,162.0,165.60000000000002
8,96,20,18,28,3.3275,823.7857142857143,32.49205357142857,16.485357142857143,254.10026785714285,359.64732142857144,61.253214285714286,-74.7,167.40000000000003,-75.6,-73.8,165.60000000000002,169.2
8,97,18,14,27,4.847083333333333,1140.9791666666667,31.730729166666666,20.9803125,246.9913541666667,436.0989583333333,39.19555555555556,-74.7,171.0,-75.6,-73.8,169.2,172.8
8,98,25,19,31,2.613833333333333,911.4833333333333,32.38966666666666,14.962916666666667,256.66091666666665,332.98333333333335,29.25516129032258,-74.7,174.60000000000002,-75.6,-73.8,172.8,176.40000000000003
8,99,18,16,23,2.301304347826087,1111.5326086956522,32.31836956521739,14.510978260869566,254.91108695652173,391.67934782608694,0.6060869565217392,-74.7,178.2,-75.6,-73.8,176.40000000000003,180.0
9,0,20,14,27,4.3461,1109.23,32.0631,21.648899999999998,245.94400000000002,406.225,0.29962962962962963,-72.9,-178.2,-73.8,-72.0,-180.0,-176.4
9,1,7,7,8,5.67,1875.2142857142858,31.907857142857143,25.542142857142856,237.86178571428573,529.9285714285714,0.40625,-72.9,-174.6,-73.8,-72.0,-176.4,-172.8
9,2,7,7,14,7.446428571428571,1697.9642857142858,31.38357142857143,29.596428571428568,229.66392857142858,624.625,0.32285714285714284,-72.9,-171.0,-73.8,-72.0,-172.8,-169.2
9,3,8,6,12,8.790909090909091,1932.8863636363637,30.403636363636362,37.077954545454546,218.8006818181818,501.40909090909093,0.05666666666666667,-72.9,-167.4,-73.8,-72.0,-169.2,-165.6
9,4,8,8,10,6.2605,1944.4,31.35625,24.48775,230.88325,656.5,413.803,-72.9,-163.8,-73.8,-72.0,-165.6,-162.0
9,5,8,7,11,7.4905,1719.025,30.36225,28.812,220.2355,615.15,0.18272727272727274,-72.9,-160.2,-73.8,-72.0,-162.0,-158.4
9,6,7,5,12,10.167083333333332,2642.8125,29.36520833333333,40.510625,223.66520833333334,622.0625,0.2091666666666667,-72.9,-156.6,-73.8,-72.0,-158.4,-154.8
9,7,7,7,12,7.681041666666666,1928.7083333333333,30.754791666666666,31.027291666666667,223.134375,700.9375,0.24750000000000003,-72.9,-153.0,-73.8,-72.0,-154.8,-151.2
9,8,10,8,15,8.603333333333333,2201.2,30.7795,34.555166666666665,230.18,619.8,0.2573333333333333,-72.9,-149.4,-73.8,-72.0,-151.2,-147.6
9,9,7,5,10,9.872777777777777,1959.7222222222222,29.840555555555554,42.22611111111111,215.18472222222223,558.3333333333334,0.139,-72.9,-145.8,-73.8,-72.0,-147.6,-144.0
9,10,9,9,14,2.9675,921.5454545454545,33.281363636363636,11.929318181818182,256.7184090909091,592.1136363636364,0.19857142857142857,-72.9,-142.2,-73.8,-72.0,-144.0,-140.4
9,11,11,10,14,5.663461538461538,1863.6923076923076,32.15923076923077,24.576538461538462,236.8946153846154,537.1923076923077,0.3028571428571429,-72.9,-138.6,-73.8,-72.0,-140.4,-136.8
9,12,14,13,14,3.072307692307692,843.0192307692307,32.61115384615385,15.480192307692308,255.9473076923077,431.4230769230769,0.1907142857142857,-72.9,-135.0,-73.8,-72.0,-136.8,-133.2
9,13,11,8,16,5.546250000000001,1399.9464285714287,31.514464285714286,24.07857142857143,242.49839285714285,546.1339285714286,0.280625,-72.9,-131.4,-73.8,-72.0,-133.2,-129.6
9,14,25,19,32,2.2903225806451615,896.0967741935484,32.47475806451613,13.83540322580645,258.1232258064516,296.0524193548387,0.446875,-72.9,-127.8,-73.8,-72.0,-129.6,-126.0
9,15,22,18,25,4.926458333333334,1107.9166666666667,31.83875,20.163958333333333,247.4610416666667,446.4114583333333,0.2188,-72.9,-124.19999999999999,-73.8,-72.0,-126.0,-122.4
9,16,17,15,20,4.263375,1175.0875,31.966375,20.018625,245.341125,434.65625,0.40049999999999997,-72.9,-120.6,-73.8,-72.0,-122.4,-118.8
9,17,15,12,24,4.043295454545454,1015.9886363636364,31.918977272727272,18.832386363636363,253.8103409090909,389.27272727272725,0.5758333333333333,-72.9,-117.0,-73.8,-72.0,-118.8,-115.2
9,18,13,12,17,3.2021666666666664,798.6333333333333,33.067,14.4855,255.74766666666667,318.7416666666667,0.5688235294117647,-72.9,-113.39999999999999,-73.8,-72.0,-115.2,-111.6
9,19,18,15,22,3.123068181818182,820.5227272727273,32.657613636363635,16.35079545454545,251.11545454545455,301.46590909090907,0.3559090909090909,-72.9,-109.8,-73.8,-72.0,-111.6,-108.0
9,20,26,18,43,2.871607142857143,1011.3452380952381,32.31875,16.31357142857143,255.11404761904765,369.48214285714283,3.77139534883721,-72.9,-106.2,-73.8,-72.0,-108.0,-104.39999999999999
9,21,24,18,33,2.1280833333333335,719.4916666666667,32.780166666666666,13.051083333333333,261.4508333333333,314.21666666666664,0.30242424242424243,-72.9,-102.6,-73.8,-72.0,-104.39999999999999,-100.8
9,22,11,11,20,1.3165,702.3375,33.436625,10.94675,265.76775000000004,284.16875,0.123,-72.9,-99.0,-73.8,-72.0,-100.8,-97.2
9,23,12,10,15,4.694999999999999,982.2,31.496666666666666,22.092499999999998,250.67916666666667,416.76666666666665,0.324,-72.9,-95.39999999999999,-73.8,-72.0,-97.2,-93.6
9,24,19,17,27,2.675925925925926,897.3981481481482,32.63675925925926,14.328888888888889,258.64759259259256,423.4166666666667,0.4325925925925926,-72.9,-91.8,-73.8,-72.0,-93.6,-90.0
9,25,13,10,16,2.6790624999999997,709.515625,32.8421875,14.3828125,254.660625,273.109375,0.468125,-72.9,-88.2,-73.8,-72.0,-90.0,-86.39999999999999
9,26,25,21,30,3.9010000000000002,832.1666666666666,32.309583333333336,17.379,249.52416666666667,369.9291666666667,0.5193333333333333,-72.9,-84.6,-73.8,-72.0,-86.39999999999999,-82.8
9,27,20,14,28,3.977692307692308,976.2403846153846,32.00211538461538,18.04653846153846,252.91596153846154,349.16346153846155,0.3514285714285714,-72.9,-81.0,-73.8,-72.0,-82.8,-79.2
9,28,13,12,18,8.04875,1319.3194444444443,30.044305555555557,30.19430555555555,233.70722222222224,485.31944444444446,0.15222222222222223,-72.9,-77.39999999999999,-73.8,-72.0,-79.2,-75.6
9,29,8,7,10,8.99225,1735.325,29.99475,38.0675,217.28450000000004,453.025,0.05499999999999999,-72.9,-73.8,-73.8,-72.0,-75.6,-72.0
9,30,7,6,8,8.906875,1765.84375,29.795,35.283125,232.875625,402.125,0.06,-72.9,-70.2,-73.8,-72.0,-72.0,-68.39999999999999
9,31,4,4,4,7.63,1373.375,30.171875,27.161875,246.71875,448.3125,0.1675,-72.9,-66.6,-73.8,-72.0,-68.39999999999999,-64.8
9,32,12,11,18,0.9937499999999999,623.4166666666666,33.742222222222225,7.692222222222223,266.41583333333335,309.2291666666667,0.4961111111111111,-72.9,-63.0,-73.8,-72.0,-64.8,-61.2
9,33,8,8,8,2.8875,1032.84375,32.91625,16.4434375,251.80031250000002,476.015625,0.15375,-72.9,-59.39999999999999,-73.8,-72.0,-61.2,-57.599999999999994
9,35,1,1,1,4.6450000000000005,2625.0,33.975,22.8725,239.425,446.0,0.03,-72.9,-52.2,-73.8,-72.0,-54.0,-50.400000000000006
9,36,1,1,4,4.6450000000000005,2625.0,33.975,22.8725,239.425,446.0,0.015,-72.9,-48.599999999999994,-73.8,-72.0,-50.400000000000006,-46.79999999999998
9,37,1,1,1,4.6450000000000005,2625.0,33.975,22.8725,239.425,446.0,769.0,-72.9,-45.0,-73.8,-72.0,-46.79999999999998,-43.19999999999999
9,38,2,2,4,4.82375,2237.8125,33.989375,19.435624999999998,243.679375,577.0625,1816.0175,-72.9,-41.400000000000006,-73.8,-72.0,-43.19999999999999,-39.599999999999994
9,39,2,2,3,4.883333333333334,2108.75,33.994166666666665,18.29,245.0975,620.75,0.14333333333333334,-72.9,-37.79999999999998,-73.8,-72.0,-39.599999999999994,-36.0
9,40,1,1,1,3.3175,1107.0,33.685,22.835,236.2475,702.25,0.1,-72.9,-34.19999999999999,-73.8,-72.0,-36.0,-32.400000000000006
9,41,5,5,5,3.4693750000000003,1217.3125,33.823750000000004,15.024999999999999,248.505,705.3125,0.194,-72.9,-30.599999999999994,-73.8,-72.0,-32.400000000000006,-28.799999999999983
9,42,11,10,19,7.012631578947369,1963.842105263158,31.217105263157894,29.412499999999998,227.2178947368421,536.203947368421,120.71368421052631,-72.9,-27.0,-73.8,-72.0,-28.799999999999983,-25.19999999999999
9,43,15,12,18,3.400735294117647,1052.235294117647,32.578529411764706,16.72970588235294,255.59514705882356,467.0147058823529,44.54833333333333,-72.9,-23.400000000000006,-73.8,-72.0,-25.19999999999999,-21.599999999999994
9,44,29,24,36,2.285138888888889,717.4097222222222,32.91875,12.426736111111111,260.07138888888886,339.46527777777777,39.596111111111114,-72.9,-19.799999999999983,-73.8,-72.0,-21.599999999999994,-18.0
